"ProbeID","Symbol","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","SE","Direction"
"200808_s_at","ZYX","7791",-1.09951016990956,8.05412663041684,-6.72734554736113,0.000242795632848609,0.00500482431708192,0.163438931770178,"Downregulated"
"200821_at","LAMP2","3920",1.60177564006441,6.14250533222736,4.48599484234002,0.00267750635486828,0.01922534434284,0.357061409198786,"Upregulated"
"200848_at","AHCYL1","10768",1.66837428310615,9.19133851117131,15.3627876569,9.45288379034198e-07,0.000227091348842573,0.108598408073213,"Upregulated"
"200849_s_at","AHCYL1","10768",1.12792567058074,8.51997263066056,8.27743384050035,6.38881579779797e-05,0.00252863201460626,0.136265138727169,"Upregulated"
"200864_s_at","RAB11A","8766",1.06210191115965,6.95149708699334,3.85502470175043,0.00596468691480954,0.0309960630883164,0.275511052024488,"Upregulated"
"200883_at","UQCRC2","7385",1.23237773627529,8.3924967350011,3.16823217582392,0.0152459850042916,0.054255120046292,0.388979616354916,"Upregulated"
"200890_s_at","SSR1","6745",1.3023080315374,6.80133042714284,8.14510141432628,7.1009831854928e-05,0.00265043900037414,0.159888498042123,"Upregulated"
"200902_at","SELENOF","9403",1.21718564911119,7.99519607966166,5.703750790835,0.000671208971039017,0.00891331913090728,0.21340091700132,"Upregulated"
"200920_s_at","BTG1","694",-1.08636601336154,8.85332214267843,-8.91189962527568,3.92236368341582e-05,0.00190939084752114,0.121900611434224,"Downregulated"
"200940_s_at","RERE","473",1.21885147020284,7.48624969855219,7.86238008298177,8.94288154639777e-05,0.00299893955618456,0.155023219093804,"Upregulated"
"200946_x_at","GLUD1","2746",1.60020965057902,8.08870097416049,9.61815551560457,2.35687946384893e-05,0.00145967493184798,0.166373859102489,"Upregulated"
"200947_s_at","GLUD1","2746",1.4622746271336,8.14746362648701,9.30394631945093,2.94414243230065e-05,0.00162518917271578,0.157167139289761,"Upregulated"
"200951_s_at","CCND2","894",-1.540593275062,5.52015227907402,-2.6395564930819,0.0327178080714364,0.0881880872451695,0.583656110069928,"Downregulated"
"200953_s_at","CCND2","894",-2.31749500116049,6.98087288900094,-3.35756627776146,0.011692931190654,0.0461080841531647,0.690230604384555,"Downregulated"
"200962_at","RPL31","6160",2.2671933996447,7.52827426743908,9.55506383723482,2.46329280372802e-05,0.00149818043126969,0.237276635537456,"Upregulated"
