"RowName","ProbeID","logFC","AveExpr","t","P.Value","SE.x","df","adj.P.Val","Symbol","EntrezID.x","Direction","Gene","EntrezID.y","SE.y","EntrezID","SE","CI_lower","CI_upper"
"57","220387_s_at",1.45141463528929,5.5435756233311,4.12659539966718,0.00419463939123899,0.351722060128879,7.17350958619789,0.0251734849326632,"ANKRD13C-DT","11147","Upregulated","ANKRD13C-DT",NA,NA,"11147",0.351722060128879,0.474877643054385,2.4279516275242
"58","212731_at",1.1853895082009,5.74561713923881,2.88559780393695,0.0228464775513373,0.410795124179683,7.17350958619789,0.0701088930248748,"ANKRD46","157567","Upregulated","ANKRD46",NA,NA,"157567",0.410795124179683,0.0448393964331013,2.3259396199687
"59","201301_s_at",1.39314691265874,11.476973844778,7.55621087474911,0.000115694509082321,0.184371100244737,7.17350958619789,0.00339828868801529,"ANXA4","307","Upregulated","ANXA4",NA,NA,"307",0.184371100244737,0.88125067384431,1.90504315147318
"60","212848_s_at",1.02713599203025,6.98860912708305,5.01381553111335,0.00143327212528276,0.204861145300686,7.17350958619789,0.0134928613298166,"AOPEP","84909","Upregulated","AOPEP",NA,NA,"84909",0.204861145300686,0.458350267914944,1.59592171614555
"61","200612_s_at",1.19578468996714,7.27901044806761,11.5308527703937,6.88724596921833e-06,0.103703057681684,7.17350958619789,0.00073429905230666,"AP2B1","163","Upregulated","AP2B1",NA,NA,"163",0.103703057681684,0.907858843072786,1.4837105368615
"62","218139_s_at",1.58256520984884,7.79995793962099,3.23702198972457,0.0138372447813838,0.488895415252799,7.17350958619789,0.0510066708790034,"AP5M1","55745","Upregulated","AP5M1",NA,NA,"55745",0.488895415252799,0.22517392721656,2.93995649248111
"63","203381_s_at",1.15447430066085,6.48403912360289,10.763295624515,1.10200336584258e-05,0.10726029841932,7.17350958619789,0.000948105830157151,"APOE","348","Upregulated","APOE",NA,NA,"348",0.10726029841932,0.856671970132471,1.45227663118922
"64","213282_at",1.10643158854753,5.60231080492246,7.78719768036451,9.51936601128485e-05,0.142083408430404,7.17350958619789,0.00306537477480721,"APOOL","139322","Upregulated","APOOL",NA,NA,"139322",0.142083408430404,0.711944804681114,1.50091837241394
"65","200602_at",1.01763792053791,7.80609359770582,2.49860665728337,0.0402842152032187,0.407282161668593,7.17350958619789,0.101682506499017,"APP","351","Upregulated","APP",NA,NA,"351",0.136906173042881,0.637525446521642,1.39775039455418
"66","218158_s_at",1.18809816593037,4.87406092947364,4.90749343420206,0.00162033145985289,0.242098778502706,7.17350958619789,0.014435895265197,"APPL1","26060","Upregulated","APPL1",NA,NA,"26060",0.242098778502706,0.515924197382167,1.86027213447857
"67","39248_at",3.66554105389761,5.93164566154882,20.2414755874032,1.36098074146566e-07,0.18109060468787,7.17350958619789,6.65129854239952e-05,"AQP3","360","Upregulated","AQP3",NA,NA,"360",0.18109060468787,3.16275293091466,4.16832917688055
"68","205239_at",2.94800307404746,6.55492682343604,11.1935269657386,8.43722772396307e-06,0.26336677287425,7.17350958619789,0.000817420632056822,"AREG","374","Upregulated","AREG",NA,NA,"374",0.26336677287425,2.21677968662901,3.6792264614659
