"ProbeID","Symbol","EntrezID","GeneName","IQR"
"204108_at","NFYA","4800","nuclear transcription factor Y subunit alpha",0.275419325569572
"218129_s_at","NFYB","4801","nuclear transcription factor Y subunit beta",0.314089174713024
"202215_s_at","NFYC","4802","nuclear transcription factor Y subunit gamma",0.266040641322152
"220337_at","NGB","58157","neuroglobin",0.625401879658543
"213794_s_at","NGDN","25983","neuroguidin",0.377449926859232
"206814_at","NGF","4803","nerve growth factor",0.480927269605743
"205858_at","NGFR","4804","nerve growth factor receptor",0.442770885121011
"207492_at","NGLY1","55768","N-glycanase 1",0.388695055681917
"217722_s_at","NGRN","51335","neugrin, neurite outgrowth associated",0.135492989467371
"219418_at","NHEJ1","79840","non-homologous end joining factor 1",0.276770044618125
"201349_at","NHERF1","9368","NHERF family PDZ scaffold protein 1",1.31662309655463
"209830_s_at","NHERF2","9351","NHERF family PDZ scaffold protein 2",0.392341413910935
"220303_at","NHERF4","79849","NHERF family PDZ scaffold protein 4",0.0517976014867987
"214628_at","NHLH1","4807","nescient helix-loop-helix 1",0.449990106082891
"214497_s_at","NHLH2","4808","nescient helix-loop-helix 2",0.105386201484352
"219353_at","NHLRC2","374354","NHL repeat containing 2",0.507889287846304
"209104_s_at","NHP2","55651","NHP2 ribonucleoprotein",0.208336187705331
"217966_s_at","NIBAN1","116496","niban apoptosis regulator 1",1.47607436529058
"202007_at","NID1","4811","nidogen 1",0.832705259919294
"204114_at","NID2","22795","nidogen 2",3.51195072032964
"218133_s_at","NIF3L1","60491","NGG1 interacting factor 3 like 1",0.221736570502067
"219285_s_at","NIN","51199","ninein",0.100969552156091
"203045_at","NINJ1","4814","ninjurin 1",0.9450497528552
"219594_at","NINJ2","4815","ninjurin 2",0.0829013555596694
"207705_s_at","NINL","22981","ninein like",0.0744369577786728
"219031_s_at","NIP7","51388","nucleolar pre-rRNA processing protein NIP7",0.195904269439656
"212129_at","NIPA2","81614","NIPA magnesium transporter 2",0.321232328857022
"220128_s_at","NIPAL2","79815","NIPA like domain containing 2",0.15554913731038
"214579_at","NIPAL3","57185","NIPA like domain containing 3",0.162697866367465
"213918_s_at","NIPBL","25836","NIPBL cohesin loading factor",1.27032539284849
"201709_s_at","NIPSNAP1","8508","nipsnap homolog 1",0.278538318617716
"201816_s_at","NIPSNAP2","2631","nipsnap homolog 2",0.985405653253952
"221104_s_at","NIPSNAP3B","55335","nipsnap homolog 3B",0.101804615345809
"201591_s_at","NISCH","11188","nischarin",0.087838394275682
"202891_at","NIT1","4817","nitrilase 1",0.234501049113174
"218557_at","NIT2","56954","nitrilase family member 2",0.14109175081758
"219438_at","NKAIN1","79570","sodium/potassium transporting ATPase interacting 1",0.141919436517019
"218314_s_at","NKAPD1","55216","NKAP domain containing 1",0.0391960960237121
"213915_at","NKG7","4818","natural killer cell granule protein 7",0.129020847438782
"218240_at","NKIRAS2","28511","NFKB inhibitor interacting Ras like 2",0.191610784149727
"205004_at","NKRF","55922","NFKB repressing factor",0.492325287927373
"202380_s_at","NKTR","4820","natural killer cell triggering receptor",0.43729957615553
"210673_x_at","NKX2-1","7080","NK2 homeobox 1",0.132543106440853
"206915_at","NKX2-2","4821","NK2 homeobox 2",0.111356224237293
"206578_at","NKX2-5","1482","NK2 homeobox 5",0.501541181179086
"207451_at","NKX2-8","26257","NK2 homeobox 8",0.446627178820063
"209706_at","NKX3-1","4824","NK3 homeobox 1",0.383033263625914
"207031_at","NKX3-2","579","NK3 homeobox 2",0.353123274557505
"221366_at","NKX6-1","4825","NK6 homeobox 1",0.206709631584697
"203866_at","NLE1","54475","notchless homolog 1",0.47436612436278
"205893_at","NLGN1","22871","neuroligin 1",1.45324454497289
"219726_at","NLGN3","54413","neuroligin 3",0.333466356601935
"221933_at","NLGN4X","57502","neuroligin 4 X-linked",0.248738174895964
"207703_at","NLGN4Y","22829","neuroligin 4 Y-linked",0.0894062994503848
"218318_s_at","NLK","51701","nemo like kinase",0.386644678240878
"211824_x_at","NLRP1","22861","NLR family pyrin domain containing 1",0.687011595227558
"221690_s_at","NLRP2","55655","NLR family pyrin domain containing 2",0.263440172673166
"216015_s_at","NLRP3","114548","NLR family pyrin domain containing 3",0.360923059697535
"219680_at","NLRX1","79671","NLR family member X1",0.301974819532937
"205204_at","NMB","4828","neuromedin B",0.117008988233794
"207333_at","NMBR","4829","neuromedin B receptor",0.206000089138799
"218036_x_at","NMD3","51068","NMD3 ribosome export adaptor",0.888011174605327
"201577_at","NME1","4830","NME/NM23 nucleoside diphosphate kinase 1",0.184474990657698
"201268_at","NME2","4831","NME/NM23 nucleoside diphosphate kinase 2",0.103493270651567
"204862_s_at","NME3","4832","NME/NM23 nucleoside diphosphate kinase 3",0.164234801856409
"212739_s_at","NME4","4833","NME/NM23 nucleoside diphosphate kinase 4",0.206816728842766
"206197_at","NME5","8382","NME/NM23 family member 5",0.435914891477346
"205851_at","NME6","10201","NME/NM23 nucleoside diphosphate kinase 6",0.368633562927909
"219553_at","NME7","29922","NME/NM23 family member 7",0.456037446269843
"220384_at","NME8","51314","NME/NM23 family member 8",0.493078010779628
"203964_at","NMI","9111","N-myc and STAT interactor",0.0850975803468899
"209755_at","NMNAT2","23057","nicotinamide nucleotide adenylyltransferase 2",0.0579469603496392
"219147_s_at","NMRK1","54981","nicotinamide riboside kinase 1",1.28798675086747
"221051_s_at","NMRK2","27231","nicotinamide riboside kinase 2",0.68466776443903
"201158_at","NMT1","4836","N-myristoyltransferase 1",0.242803674956456
"205005_s_at","NMT2","9397","N-myristoyltransferase 2",0.961618407994591
"206023_at","NMU","10874","neuromedin U",0.913720710582623
"221383_at","NMUR1","10316","neuromedin U receptor 1",0.76923330390345
"204239_s_at","NNAT","4826","neuronatin",0.0806181861435693
"202238_s_at","NNMT","4837","nicotinamide N-methyltransferase",1.49302568801647
"202784_s_at","NNT","23530","nicotinamide nucleotide transhydrogenase",1.50516846986507
"202115_s_at","NOC2L","26155","NOC2 like nucleolar associated transcriptional repressor",0.139724103541009
"218889_at","NOC3L","64318","NOC3 like DNA replication regulator",0.255846851125489
"218860_at","NOC4L","79050","nucleolar complex associated 4 homolog",0.187503170297019
"220671_at","NOCT","25819","nocturnin",0.206509175530642
"221073_s_at","NOD1","10392","nucleotide binding oligomerization domain containing 1",0.0523933112466555
"220066_at","NOD2","64127","nucleotide binding oligomerization domain containing 2",0.243813428359311
"220689_at","NODAL","4838","nodal growth differentiation factor",0.186769493728646
"218591_s_at","NOL10","79954","nucleolar protein 10",0.228576997493661
"221970_s_at","NOL11","25926","nucleolar protein 11",0.141718440195143
"219324_at","NOL12","79159","nucleolar protein 12",0.170767403671633
"221566_s_at","NOL3","8996","nucleolar protein 3",0.604828563035011
"206045_s_at","NOL4","8715","nucleolar protein 4",0.166314030535819
"218199_s_at","NOL6","65083","nucleolar protein 6",0.272225261970266
"213838_at","NOL7","51406","nucleolar protein 7",0.914221421583448
"218244_at","NOL8","55035","nucleolar protein 8",0.18921464285693
"218754_at","NOL9","79707","nucleolar protein 9",0.0311323407521904
"211949_s_at","NOLC1","9221","nucleolar and coiled-body phosphoprotein 1",0.33782580937608
"221853_s_at","NOMO1","23420","NODAL modulator 1",0.232477923440461
"217225_x_at","NOMO2","283820","NODAL modulator 2",0.341372775966498
"200057_s_at","NONO","4841","non-POU domain containing octamer binding",0.312376276665255
"217962_at","NOP10","55505","NOP10 ribonucleoprotein",0.0947426273581371
"214661_s_at","NOP14","8602","NOP14 nucleolar protein",0.536296233144783
"214123_s_at","NOP14-AS1","317648","NOP14 antisense RNA 1",0.337079486755144
"209327_s_at","NOP16","51491","NOP16 nucleolar protein",0.43560259794575
"214427_at","NOP2","4839","NOP2 nucleolar protein",0.233972597287205
"217807_s_at","NOP53","29997","NOP53 ribosome biogenesis factor",0.534911246462391
"200875_s_at","NOP56","10528","NOP56 ribonucleoprotein",0.374917145437244
"207310_s_at","NOS1","4842","nitric oxide synthase 1",0.527288684619376
"215153_at","NOS1AP","9722","nitric oxide synthase 1 adaptor protein",0.430297383931162
"210037_s_at","NOS2","4843","nitric oxide synthase 2",0.317955823760016
"205581_s_at","NOS3","4846","nitric oxide synthase 3",0.207363143172522
"217950_at","NOSIP","51070","nitric oxide synthase interacting protein",0.0902643986837486
"218902_at","NOTCH1","4851","notch receptor 1",0.133450402330096
"202445_s_at","NOTCH2","4853","notch receptor 2",0.550260197826079
"214722_at","NOTCH2NLA","388677","notch 2 N-terminal like A",0.7927951197229
"203238_s_at","NOTCH3","4854","notch receptor 3",0.594657169786003
"205247_at","NOTCH4","4855","notch receptor 4",0.536687232275886
"205794_s_at","NOVA1","4857","NOVA alternative splicing regulator 1",1.00100774024443
"206477_s_at","NOVA2","4858","NOVA alternative splicing regulator 2",0.540358889647115
"206418_at","NOX1","27035","NADPH oxidase 1",0.209268594621053
"221089_at","NOX3","50508","NADPH oxidase 3",0.0733929164355493
"219773_at","NOX4","50507","NADPH oxidase 4",1.97687552096757
"220641_at","NOX5","79400","NADPH oxidase 5",0.230859593763207
"221300_at","NPAP1","23742","nuclear pore associated protein 1",0.280705271612228
"216975_x_at","NPAS1","4861","neuronal PAS domain protein 1",0.892640940513814
"39549_at","NPAS2","4862","neuronal PAS domain protein 2",1.18157504829131
"220316_at","NPAS3","64067","neuronal PAS domain protein 3",0.393057395002455
"209798_at","NPAT","4863","nuclear protein, coactivator of histone transcription",0.340399707558964
"221358_at","NPBWR2","2832","neuropeptides B and W receptor 2",0.161091072881695
"202679_at","NPC1","4864","NPC intracellular cholesterol transporter 1",0.393616266373307
"220106_at","NPC1L1","29881","NPC1 like intracellular cholesterol transporter 1",0.0525892963751717
"200701_at","NPC2","10577","NPC intracellular cholesterol transporter 2",0.390401830777773
"218086_at","NPDC1","56654","neural proliferation, differentiation and control 1",0.619712463531826
"89476_r_at","NPEPL1","79716","aminopeptidase like 1",0.332155265525908
"201454_s_at","NPEPPS","9520","aminopeptidase puromycin sensitive",0.550741268970231
"215090_x_at","NPEPPSP1","440434","NPEPPS pseudogene 1",0.67082152367498
"214184_at","NPFF","8620","neuropeptide FF-amide peptide precursor",0.797330238181403
"221387_at","NPFFR1","64106","neuropeptide FF receptor 1",0.150334384941635
"206285_at","NPHP1","4867","nephrocystin 1",0.0641512938270998
"216344_at","NPHP4","261734","nephrocystin 4",0.517344853012827
"207673_at","NPHS1","4868","NPHS1 adhesion molecule, nephrin",0.53362514645149
"220424_at","NPHS2","7827","NPHS2 stomatin family member, podocin",0.0606893519370049
"204538_x_at","NPIPA1","9284","nuclear pore complex interacting protein family member A1",0.559985858014709
"215123_at","NPIPB3","23117","nuclear pore complex interacting protein family member B3",0.515047191556401
"221210_s_at","NPL","80896","N-acetylneuraminate pyruvate lyase",0.241200576723556
"217796_s_at","NPLOC4","55666","NPL4 homolog, ubiquitin recognition factor",0.198035784712054
"221691_x_at","NPM1","4869","nucleophosmin 1",0.26713199600383
"205129_at","NPM3","10360","nucleophosmin/nucleoplasmin 3",0.153630909891323
"209957_s_at","NPPA","4878","natriuretic peptide A",0.631325813103011
"206801_at","NPPB","4879","natriuretic peptide B",0.87079240833315
"221348_at","NPPC","4880","natriuretic peptide C",0.517563379902369
"32625_at","NPR1","4881","natriuretic peptide receptor 1",3.52756672543578
"204310_s_at","NPR2","4882","natriuretic peptide receptor 2",0.371141998256151
"219789_at","NPR3","4883","natriuretic peptide receptor 3",0.384149052780644
"210373_at","NPRL2","10641","NPR2 like, GATOR1 complex subunit",0.181471614413974
"210672_s_at","NPRL3","8131","NPR3 like, GATOR1 complex subunit",0.458315414680555
"202228_s_at","NPTN","27020","neuroplastin",0.435015228201095
"204684_at","NPTX1","4884","neuronal pentraxin 1",0.081703663306798
"213479_at","NPTX2","4885","neuronal pentraxin 2",0.234882880761733
"217041_at","NPTXR","23467","neuronal pentraxin receptor",0.568706971219882
"221322_at","NPVF","64111","neuropeptide VF precursor",0.241375348072521
"206001_at","NPY","4852","neuropeptide Y",0.363497880463506
"205440_s_at","NPY1R","4886","neuropeptide Y receptor Y1",0.690181699915832
"208379_x_at","NPY2R","4887","neuropeptide Y receptor Y2",0.123384998387357
"210956_at","NPY4R","5540","neuropeptide Y receptor Y4",0.231298791735214
"207400_at","NPY5R","4889","neuropeptide Y receptor Y5",0.410694457305096
"210444_at","NPY6RP","4888","neuropeptide Y receptor Y6, pseudogene",0.184311241870523
"201467_s_at","NQO1","1728","NAD(P)H quinone dehydrogenase 1",1.2289049217143
"203814_s_at","NQO2","4835","N-ribosyldihydronicotinamide:quinone dehydrogenase 2",0.895447608651748
"206644_at","NR0B1","190","nuclear receptor subfamily 0 group B member 1",0.177259840220869
"206410_at","NR0B2","8431","nuclear receptor subfamily 0 group B member 2",0.0654845913183104
"204760_s_at","NR1D1","9572","nuclear receptor subfamily 1 group D member 1",0.292309495356813
"209750_at","NR1D2","9975","nuclear receptor subfamily 1 group D member 2",0.536832689926999
"218215_s_at","NR1H2","7376","nuclear receptor subfamily 1 group H member 2",0.0703679645685709
"203920_at","NR1H3","10062","nuclear receptor subfamily 1 group H member 3",0.865647607769154
"206340_at","NR1H4","9971","nuclear receptor subfamily 1 group H member 4",1.92110677135756
"207202_s_at","NR1I2","8856","nuclear receptor subfamily 1 group I member 2",0.675272453513343
"207007_at","NR1I3","9970","nuclear receptor subfamily 1 group I member 3",0.150174959309705
"204791_at","NR2C1","7181","nuclear receptor subfamily 2 group C member 1",1.01930207748698
"206038_s_at","NR2C2","7182","nuclear receptor subfamily 2 group C member 2",0.204183023178476
"207443_at","NR2E1","7101","nuclear receptor subfamily 2 group E member 1",0.390524899796524
"208385_at","NR2E3","10002","nuclear receptor subfamily 2 group E member 3",0.343985655644609
"209505_at","NR2F1","7025","nuclear receptor subfamily 2 group F member 1",1.02570003772165
"209120_at","NR2F2","7026","nuclear receptor subfamily 2 group F member 2",1.32073816312352
"209262_s_at","NR2F6","2063","nuclear receptor subfamily 2 group F member 6",0.473687259120041
"216321_s_at","NR3C1","2908","nuclear receptor subfamily 3 group C member 1",1.82001044780423
"205259_at","NR3C2","4306","nuclear receptor subfamily 3 group C member 2",0.130738057710552
"211143_x_at","NR4A1","3164","nuclear receptor subfamily 4 group A member 1",0.432267788094124
"216248_s_at","NR4A2","4929","nuclear receptor subfamily 4 group A member 2",0.246863748355444
"216979_at","NR4A3","8013","nuclear receptor subfamily 4 group A member 3",0.264714059057709
"210333_at","NR5A1","2516","nuclear receptor subfamily 5 group A member 1",0.426208549553893
"208337_s_at","NR5A2","2494","nuclear receptor subfamily 5 group A member 2",0.356656612024664
"210392_x_at","NR6A1","2649","nuclear receptor subfamily 6 group A member 1",0.434692362954295
"207089_at","NRAP","4892","nebulin related anchoring protein",0.277976160150402
"202647_s_at","NRAS","4893","NRAS proto-oncogene, GTPase",1.56777614060508
"221803_s_at","NRBF2","29982","nuclear receptor binding factor 2",0.194702856244339
"217765_at","NRBP1","29959","nuclear receptor binding protein 1",0.336454050335211
"204105_s_at","NRCAM","4897","neuronal cell adhesion molecule",2.56434843829811
"208709_s_at","NRDC","4898","nardilysin convertase",0.168440438683257
"221231_s_at","NRDE2","55051","NRDE-2, necessary for RNA interference, domain containing",0.330666101784704
"201309_x_at","NREP","9315","neuronal regeneration related protein",0.804003084507782
"211280_s_at","NRF1","4899","nuclear respiratory factor 1",0.331117026419696
"206237_s_at","NRG1","3084","neuregulin 1",0.574673230193708
"206879_s_at","NRG2","9542","neuregulin 2",0.69140522478797
"204081_at","NRGN","4900","neurogranin",0.219747457269454
"202599_s_at","NRIP1","8204","nuclear receptor interacting protein 1",0.50421496242466
"215104_at","NRIP2","83714","nuclear receptor interacting protein 2",0.36720438849694
"219557_s_at","NRIP3","56675","nuclear receptor interacting protein 3",0.735334707046531
"206597_at","NRL","4901","neural retina leucine zipper",0.215169887742882
"218625_at","NRN1","51299","neuritin 1",0.525543825436102
"212298_at","NRP1","8829","neuropilin 1",1.94384908791013
"219367_s_at","NRP2","8828","neuropilin 2",0.7510281270246
"218359_at","NRSN2","80023","neurensin 2",0.233114387401408
"210683_at","NRTN","4902","neurturin",0.248329398529655
"209914_s_at","NRXN1","9378","neurexin 1",0.402377545405824
"209982_s_at","NRXN2","9379","neurexin 2",0.705594820706198
"205795_at","NRXN3","9369","neurexin 3",0.56753506797368
"201922_at","NSA2","10412","NSA2 ribosome biogenesis factor",0.232206165826065
"219084_at","NSD1","64324","nuclear receptor binding SET domain protein 1",0.17229783018895
"209052_s_at","NSD2","7468","nuclear receptor binding SET domain protein 2",0.27557859788273
"221248_s_at","NSD3","54904","nuclear receptor binding SET domain protein 3",0.0983539302108438
"215093_at","NSDHL","50814","NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL",0.254499021758583
"202395_at","NSF","4905","N-ethylmaleimide sensitive factor, vesicle fusing ATPase",0.0562790174259433
"217831_s_at","NSFL1C","55968","NSFL1 cofactor",0.406328116053828
"209570_s_at","NSG1","27065","neuronal vesicle trafficking associated 1",0.637112626374821
"218623_at","NSG2","51617","neuronal vesicle trafficking associated 2",0.0866961966838069
"209484_s_at","NSL1","25936","NSL1 component of MIS12 kinetochore complex",0.902689262878527
"203269_at","NSMAF","8439","neutral sphingomyelinase activation associated factor",0.107456008101172
"219067_s_at","NSMCE4A","54780","NSE4A component of SMC5/6 complex",0.162450910395541
"221214_s_at","NSMF","26012","NMDA receptor synaptonuclear signaling and neuronal migration factor",0.0868067986537886
"219458_s_at","NSUN3","63899","NOP2/Sun RNA methyltransferase 3",0.270672231960541
"213773_x_at","NSUN5","55695","NOP2/Sun RNA methyltransferase 5",0.336616711513132
"214100_x_at","NSUN5P1","155400","NSUN5 pseudogene 1",0.478977938584679
"213842_x_at","NSUN5P2","260294","NSUN5 pseudogene 2",0.313003733919326
"220194_at","NSUN7","79730","NOP2/Sun RNA methyltransferase family member 7",0.0546411104909654
"209155_s_at","NT5C2","22978","5'-nucleotidase, cytosolic II",0.189998659998624
"218051_s_at","NT5DC2","64943","5'-nucleotidase domain containing 2",0.163386789614814
"218786_at","NT5DC3","51559","5'-nucleotidase domain containing 3",0.272747021745315
"203939_at","NT5E","4907","5'-nucleotidase ecto",1.20080566006325
"219708_at","NT5M","56953","5',3'-nucleotidase, mitochondrial",0.352312163017882
"213061_s_at","NTAN1","123803","N-terminal asparagine amidase",0.354268689380742
"219060_at","NTAQ1","55093","N-terminal glutamine amidase 1",0.351036501467097
"206706_at","NTF3","4908","neurotrophin 3",1.13735038519709
"209731_at","NTHL1","4913","nth like DNA glycosylase 1",0.197712358253579
"222020_s_at","NTM","50863","neurotrimin",0.692777794321285
"208005_at","NTN1","9423","netrin 1",0.221340703322584
"207640_x_at","NTN3","4917","netrin 3",0.367031374075806
"206713_at","NTNG1","22854","netrin G1",0.115881043873717
"208605_s_at","NTRK1","4914","neurotrophic receptor tyrosine kinase 1",0.604031539500796
"207152_at","NTRK2","4915","neurotrophic receptor tyrosine kinase 2",0.29053964278644
"215115_x_at","NTRK3","4916","neurotrophic receptor tyrosine kinase 3",0.569159614798312
"206291_at","NTS","4922","neurotensin",0.108980312168053
"207360_s_at","NTSR1","4923","neurotensin receptor 1",0.168273623652061
"206899_at","NTSR2","23620","neurotensin receptor 2",0.428784793128805
"204589_at","NUAK1","9891","NUAK family kinase 1",0.632418591037347
"220987_s_at","NUAK2","81788","NUAK family kinase 2",1.46305195379715
"203978_at","NUBP1","4682","NUBP iron-sulfur cluster assembly factor 1, cytosolic",0.252314001660421
"218227_at","NUBP2","10101","NUBP iron-sulfur cluster assembly factor 2, cytosolic",0.0696508555109574
"220176_at","NUBPL","80224","NUBP iron-sulfur cluster assembly factor, mitochondrial",0.608487129156662
"200646_s_at","NUCB1","4924","nucleobindin 1",0.297987439780275
"203675_at","NUCB2","4925","nucleobindin 2",0.0930246864186817
"217802_s_at","NUCKS1","64710","nuclear casein kinase and cyclin dependent kinase substrate 1",0.250323556994866
"201173_x_at","NUDC","10726","nuclear distribution C, dynein complex regulator",0.223691171277677
"201269_s_at","NUDCD3","23386","NudC domain containing 3",0.372348616528125
"204766_s_at","NUDT1","4521","nudix hydrolase 1",0.3310528219621
"219855_at","NUDT11","55190","nudix hydrolase 11",0.183837400987757
"207917_at","NUDT13","25961","nudix hydrolase 13",0.25800289073662
"219347_at","NUDT15","55270","nudix hydrolase 15",0.798235574472201
"219665_at","NUDT18","79873","nudix hydrolase 18",0.170300789405323
"218609_s_at","NUDT2","318","nudix hydrolase 2",0.284519895657553
"213461_at","NUDT21","11051","nudix hydrolase 21",1.13091401761008
"212605_s_at","NUDT3","11165","nudix hydrolase 3",0.571267249586441
"206302_s_at","NUDT4","11163","nudix hydrolase 4",2.22017796661216
"220183_s_at","NUDT6","11162","nudix hydrolase 6",0.642552992516342
"215818_at","NUDT7","283927","nudix hydrolase 7",0.242372597111651
"218375_at","NUDT9","53343","nudix hydrolase 9",0.2505037223557
"205135_s_at","NUFIP1","26747","nuclear FMR1 interacting protein 1",0.31250094906315
"214251_s_at","NUMA1","4926","nuclear mitotic apparatus protein 1",0.196770561638507
"209073_s_at","NUMB","8650","NUMB endocytic adaptor protein",0.630915582301597
"218768_at","NUP107","57122","nucleoporin 107",0.326878127978408
"202184_s_at","NUP133","55746","nucleoporin 133",0.53586458590086
"202097_at","NUP153","9972","nucleoporin 153",1.24026279918888
"206550_s_at","NUP155","9631","nucleoporin 155",0.549759015311551
"212709_at","NUP160","23279","nucleoporin 160",0.354205259231184
"212691_at","NUP188","23511","nucleoporin 188",0.109036515972324
"212247_at","NUP205","23165","nucleoporin 205",0.206229964464392
"212316_at","NUP210","23225","nucleoporin 210",0.491200958455748
"211261_at","NUP214","8021","nucleoporin 214",0.462090085609026
"218622_at","NUP37","79023","nucleoporin 37",0.710500535120715
"204003_s_at","NUP42","11097","nucleoporin 42",0.406926934486401
"219007_at","NUP43","348995","nucleoporin 43",0.548929690158881
"218295_s_at","NUP50","10762","nucleoporin 50",0.542588451849115
"218256_s_at","NUP54","53371","nucleoporin 54",0.674822650654943
"204435_at","NUP58","9818","nucleoporin 58",0.586657490910651
"214935_at","NUP62","23636","nucleoporin 62",0.602812010182513
"220520_s_at","NUP62CL","54830","nucleoporin 62 C-terminal like",0.106539530826112
"218014_at","NUP85","79902","nucleoporin 85",0.270578448448208
"214192_at","NUP88","4927","nucleoporin 88",0.279508897629497
"202188_at","NUP93","9688","nucleoporin 93",0.355514205361795
"210793_s_at","NUP98","4928","nucleoporin 98 and 96 precursor",1.48687430949045
"209230_s_at","NUPR1","26471","nuclear protein 1, transcriptional regulator",1.01940558782625
"37079_at","NUS1P3","11049","NUS1 pseudogene 3",2.4319125406728
"218039_at","NUSAP1","51203","nucleolar and spindle associated protein 1",1.22850374833562
"202397_at","NUTF2","10204","nuclear transport factor 2",0.34020613548085
"207877_s_at","NVL","4931","nuclear VCP like",0.477524115740013
"208922_s_at","NXF1","10482","nuclear RNA export factor 1",0.0878593138748576
"220981_x_at","NXF2","56001","nuclear RNA export factor 2",0.519487457902233
"220110_s_at","NXF3","56000","nuclear RNA export factor 3",0.151075690224534
"217540_at","NXPE3","91775","neurexophilin and PC-esterase domain family member 3",0.085402835426835
"220645_at","NXPE4","54827","neurexophilin and PC-esterase domain family member 4",0.422972881099172
"221991_at","NXPH3","11248","neurexophilin 3",0.253731508091263
"221967_at","NXPH4","11247","neurexophilin 4",0.160825271707275
"218708_at","NXT1","29107","nuclear transport factor 2 like export factor 1",0.231601316522566
"209628_at","NXT2","55916","nuclear transport factor 2 like export factor 2",0.863148071691368
"220911_s_at","NYNRIN","57523","NYN domain and retroviral integrase containing",0.52085014946904
"221684_s_at","NYX","60506","nyctalopin",0.104559768277281
"213322_at","OARD1","221443","O-acyl-ADP-ribose deacylase 1",0.621553550003578
"202869_at","OAS1","4938","2'-5'-oligoadenylate synthetase 1",0.189046808093906
"206553_at","OAS2","4939","2'-5'-oligoadenylate synthetase 2",0.105166676872985
"218400_at","OAS3","4940","2'-5'-oligoadenylate synthetase 3",0.475983916761313
"210797_s_at","OASL","8638","2'-5'-oligoadenylate synthetase like",0.310294740400758
"201599_at","OAT","4942","ornithine aminotransferase",0.282727425845366
"215952_s_at","OAZ1","4946","ornithine decarboxylase antizyme 1",0.239998333605675
"201365_at","OAZ2","4947","ornithine decarboxylase antizyme 2",0.177607999681328
"222075_s_at","OAZ3","51686","ornithine decarboxylase antizyme 3",0.347095432937692
"219303_at","OBI1","79596","ORC ubiquitin ligase 1",0.060850773216373
"220848_x_at","OBP2A","29991","odorant binding protein 2A",0.346277846548221
"220959_s_at","OBP2B","29989","odorant binding protein 2B",0.707703815360863
"220427_at","OBSCN","84033","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",0.549021023249567
"213946_s_at","OBSL1","23363","obscurin like cytoskeletal adaptor 1",0.493281358719379
"206498_at","OCA2","4948","OCA2 melanosomal transmembrane protein",0.0594036580294866
"205441_at","OCEL1","79629","occludin/ELL domain containing 1",0.868712431623884
"209925_at","OCLN","100506658","occludin",0.152961667021684
"207944_at","OCM2","4951","oncomodulin 2",0.327997924611075
"208316_s_at","OCRL","4952","OCRL inositol polyphosphate-5-phosphatase",0.120384247403748
"221077_at","ODAD2","55130","outer dynein arm docking complex subunit 2",0.146469357744124
"220133_at","ODAM","54959","odontogenic, ameloblast associated",0.166325264027032
"200790_at","ODC1","4953","ornithine decarboxylase 1",0.650336292412751
"214485_at","ODF1","4956","outer dense fiber of sperm tails 1",0.432676888975515
"210415_s_at","ODF2","4957","outer dense fiber of sperm tails 2",0.413956818708756
"218721_s_at","ODR4","54953","odr-4 GPCR localization factor homolog",0.226209907834866
"203569_s_at","OFD1","8481","OFD1 centriole and centriolar satellite protein",0.116676053682167
"200899_s_at","OGA","10724","O-GlcNAcase",0.718847532298423
"201282_at","OGDH","4967","oxoglutarate dehydrogenase",0.122358065343912
"219277_s_at","OGDHL","55753","oxoglutarate dehydrogenase L",0.391698416327094
"221090_s_at","OGFOD1","55239","2-oxoglutarate and iron dependent oxygenase domain containing 1",0.0479538625324309
"219245_s_at","OGFOD2","79676","2-oxoglutarate and iron dependent oxygenase domain containing 2",0.321800648580261
"53071_s_at","OGFOD3","79701","2-oxoglutarate and iron dependent oxygenase domain containing 3",1.49485024413713
"211512_s_at","OGFR","11054","opioid growth factor receptor",0.550041858210239
"219582_at","OGFRL1","79627","opioid growth factor receptor like 1",0.250857577570748
"205760_s_at","OGG1","4968","8-oxoguanine DNA glycosylase",0.487524102539643
"218730_s_at","OGN","4969","osteoglycin",0.145542809626055
"209240_at","OGT","8473","O-linked N-acetylglucosamine (GlcNAc) transferase",0.243547135751815
"213599_at","OIP5","11339","Opa interacting protein 5",0.233023727799473
"219293_s_at","OLA1","29789","Obg like ATPase 1",0.183631072912732
"219975_x_at","OLAH","55301","oleoyl-ACP hydrolase",0.0191322956095688
"210924_at","OLFM1","10439","olfactomedin 1",0.655240843421002
"212768_s_at","OLFM4","10562","olfactomedin 4",0.0465250418502015
"217525_at","OLFML1","283298","olfactomedin like 1",0.056140620709523
"213075_at","OLFML2A","169611","olfactomedin like 2A",0.815256089376978
"213125_at","OLFML2B","25903","olfactomedin like 2B",0.587104873904166
"218162_at","OLFML3","56944","olfactomedin like 3",0.768333479974044
"213825_at","OLIG2","10215","oligodendrocyte transcription factor 2",0.18426928982256
"210004_at","OLR1","4973","oxidized low density lipoprotein receptor 1",0.07542593460848
"205908_s_at","OMD","4958","osteomodulin",0.331920551426918
"207093_s_at","OMG","4974","oligodendrocyte myelin glycoprotein",0.177343926260527
"221361_at","OMP","4975","olfactory marker protein",0.178372108557846
"210745_at","ONECUT1","3175","one cut homeobox 1",0.114020203742285
"207676_at","ONECUT2","9480","one cut homeobox 2",0.737290017420611
