"ProbeID","Symbol","EntrezID","GeneName","IQR"
"220446_s_at","CHST4","10164","carbohydrate sulfotransferase 4",0.172252050996157
"219182_at","CHST5","23563","carbohydrate sulfotransferase 5",0.0551672867354691
"221059_s_at","CHST6","4166","carbohydrate sulfotransferase 6",0.25723403911349
"206756_at","CHST7","56548","carbohydrate sulfotransferase 7",0.602428579392894
"221065_s_at","CHST8","64377","carbohydrate sulfotransferase 8",0.240800562355036
"203044_at","CHSY1","22856","chondroitin sulfate synthase 1",0.327786384223247
"202560_s_at","CHTOP","26097","chromatin target of PRMT1",0.684649007842995
"209666_s_at","CHUK","1147","component of inhibitor of nuclear factor kappa B kinase complex",0.692121312045842
"217501_at","CIAO1","9391","cytosolic iron-sulfur assembly component 1",0.42210440652759
"218074_at","CIAO2B","51647","cytosolic iron-sulfur assembly component 2B",0.438817796993991
"218742_at","CIAO3","64428","cytosolic iron-sulfur assembly component 3",0.0889298236480993
"208424_s_at","CIAPIN1","57019","cytokine induced apoptosis inhibitor 1",0.43721379619937
"201953_at","CIB1","10519","calcium and integrin binding 1",0.0506976405882966
"205008_s_at","CIB2","10518","calcium and integrin binding family member 2",0.272093800460216
"212784_at","CIC","23152","capicua transcriptional repressor",0.288024217752298
"221295_at","CIDEA","1149","cell death inducing DFFA like effector a",0.357635076995274
"221188_s_at","CIDEB","27141","cell death inducing DFFA like effector b",1.1354322507145
"219398_at","CIDEC","63924","cell death inducing DFFA like effector c",0.239661214080962
"211884_s_at","CIITA","4261","class II major histocompatibility complex transactivator",0.364730023589235
"204569_at","CILK1","22858","ciliogenesis associated kinase 1",0.0878884639669435
"206227_at","CILP","8483","cartilage intermediate layer protein",0.286816821305564
"217598_at","CINP","51550","cyclin dependent kinase 2 interacting protein",0.39232886415888
"200810_s_at","CIRBP","1153","cold inducible RNA binding protein",0.657518631306562
"209571_at","CIRSR","9541","corepressor of RBPJ and splicing regulator",0.397213183877788
"218597_s_at","CISD1","55847","CDGSH iron sulfur domain 1",1.57123659957857
"221223_x_at","CISH","1154","cytokine inducible SH2 containing protein",0.0565932742155697
"212801_at","CIT","11113","citron rho-interacting serine/threonine kinase",0.511314156301292
"207144_s_at","CITED1","4435","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1",0.464283301647086
"209357_at","CITED2","10370","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2",0.599028758652434
"205516_x_at","CIZ1","25792","CDKN1A interacting zinc finger protein 1",0.53457869416157
"218252_at","CKAP2","26586","cytoskeleton associated protein 2",0.23654051680388
"200998_s_at","CKAP4","10970","cytoskeleton associated protein 4",0.482113513758561
"212832_s_at","CKAP5","9793","cytoskeleton associated protein 5",0.0594926459611731
"200884_at","CKB","1152","creatine kinase B",0.71437642892854
"221058_s_at","CKLF","51192","chemokine like factor",0.749974753877174
"204810_s_at","CKM","1158","creatine kinase, M-type",0.0892704461370606
"202712_s_at","CKMT1B","1159","creatine kinase, mitochondrial 1B",0.193995285954526
"205295_at","CKMT2","1160","creatine kinase, mitochondrial 2",0.0980980766287525
"201897_s_at","CKS1B","1163","CDC28 protein kinase regulatory subunit 1B",0.228260513067449
"204170_s_at","CKS2","1164","CDC28 protein kinase regulatory subunit 2",0.150391512308092
"212752_at","CLASP1","23332","cytoplasmic linker associated protein 1",0.21718434662411
"212306_at","CLASP2","23122","cytoplasmic linker associated protein 2",0.244654808858495
"204978_at","CLASRP","11129","CLK4 associating serine/arginine rich protein",0.263127644798777
"213512_at","CLBA1","122616","clathrin binding box of aftiphilin containing 1",0.16977770925441
"206207_at","CLC","1178","Charcot-Leyden crystal galectin",0.201843096510281
"210107_at","CLCA1","1179","chloride channel accessory 1",0.20896057829585
"217528_at","CLCA2","9635","chloride channel accessory 2",0.213027669527357
"220810_at","CLCA3P","9629","chloride channel accessory 3, pseudogene",0.249174275024472
"220026_at","CLCA4","22802","chloride channel accessory 4",0.22189629200657
"207855_s_at","CLCC1","23155","chloride channel CLIC like 1",0.533661897066343
"219500_at","CLCF1","23529","cardiotrophin like cytokine factor 1",0.248504937451765
"208437_at","CLCN1","1180","chloride voltage-gated channel 1",0.495448237290761
"213499_at","CLCN2","1181","chloride voltage-gated channel 2",0.114952521137091
"201732_s_at","CLCN3","1182","Cl-/H+ antiporter 3",0.846853614491859
"205148_s_at","CLCN4","1183","Cl-/H+ antiporter 4",0.196472126438888
"206704_at","CLCN5","1184","Cl-/H+ antiporter 5",0.125304266486506
"203950_s_at","CLCN6","1185","Cl-/H+ antiporter 6",0.440782349579604
"209235_at","CLCN7","1186","Cl-/H+ antiporter 7",0.726114840660081
"207047_s_at","CLCNKA","1187","chloride voltage-gated channel Ka",0.43239630151284
"205985_x_at","CLCNKB","1188","chloride voltage-gated channel Kb",0.288183971434286
"218182_s_at","CLDN1","9076","claudin 1",1.73262824454504
"205328_at","CLDN10","9071","claudin 10",0.216465225945802
"206908_s_at","CLDN11","5010","claudin 11",0.387295598730351
"210689_at","CLDN14","23562","claudin 14",0.286798863825569
"219640_at","CLDN15","24146","claudin 15",0.313343473948348
"220332_at","CLDN16","10686","claudin 16",0.229899654873171
"221328_at","CLDN17","26285","claudin 17",0.123455475107387
"214135_at","CLDN18","51208","claudin 18",0.257330931423785
"203954_x_at","CLDN3","1365","claudin 3",0.874724462400906
"201428_at","CLDN4","1364","claudin 4",0.982453018945147
"204482_at","CLDN5","7122","claudin 5",0.380329761354708
"208474_at","CLDN6","9074","claudin 6",0.0326290627238848
"202790_at","CLDN7","1366","claudin 7",0.979295623898741
"214598_at","CLDN8","9073","claudin 8",0.159251317596652
"214635_at","CLDN9","9080","claudin 9",0.539205651381547
"208925_at","CLDND1","56650","claudin domain containing 1",1.32771643769208
"206682_at","CLEC10A","10462","C-type lectin domain containing 10A",0.322185015741786
"205131_x_at","CLEC11A","6320","C-type lectin domain containing 11A",0.30344754207203
"212786_at","CLEC16A","23274","C-type lectin domain containing 16A",0.201272867439949
"219761_at","CLEC1A","51267","C-type lectin domain family 1 member A",0.155809652446067
"220496_at","CLEC1B","51266","C-type lectin domain family 1 member B",0.155151056596822
"209732_at","CLEC2B","9976","C-type lectin domain family 2 member B",0.397897245809261
"220132_s_at","CLEC2D","29121","C-type lectin domain family 2 member D",0.389142709514557
"205200_at","CLEC3B","7123","C-type lectin domain family 3 member B",0.75106437286401
"221724_s_at","CLEC4A","50856","C-type lectin domain family 4 member A",0.246592586909553
"219859_at","CLEC4E","26253","C-type lectin domain family 4 member E",2.39829645031417
"210481_s_at","CLEC4M","10332","C-type lectin domain family 4 member M",0.39597488474588
"219890_at","CLEC5A","23601","C-type lectin domain containing 5A",0.236581931972478
"221698_s_at","CLEC7A","64581","C-type lectin domain containing 7A",0.111697562784718
"205830_at","CLGN","1047","calmegin",0.385325408648762
"208659_at","CLIC1","1192","chloride intracellular channel 1",0.499785715216591
"213415_at","CLIC2","1193","chloride intracellular channel 2",0.125506675116458
"219529_at","CLIC3","9022","chloride intracellular channel 3",0.170433504974499
"221881_s_at","CLIC4","25932","chloride intracellular channel 4",0.939296856530857
"217628_at","CLIC5","53405","chloride intracellular channel 5",0.174788001279883
"201769_at","CLINT1","9685","clathrin interactor 1",1.05298785962929
"201975_at","CLIP1","6249","CAP-Gly domain containing linker protein 1",0.468511954098414
"211031_s_at","CLIP2","7461","CAP-Gly domain containing linker protein 2",0.726185800688734
"212358_at","CLIP3","25999","CAP-Gly domain containing linker protein 3",0.779888856431556
"219944_at","CLIP4","79745","CAP-Gly domain containing linker protein family member 4",0.22816609172959
"214683_s_at","CLK1","1195","CDC like kinase 1",0.117172809595925
"203229_s_at","CLK2","1196","CDC like kinase 2",0.163829711376192
"202140_s_at","CLK3","1198","CDC like kinase 3",0.0185302217823633
"210346_s_at","CLK4","57396","CDC like kinase 4",0.588881874242798
"213839_at","CLMN","79789","calmin",1.14909998852125
"209275_s_at","CLN3","1201","CLN3 lysosomal/endosomal transmembrane protein, battenin",0.582175325408041
"204084_s_at","CLN5","1203","CLN5 lysosomal BMP synthase",1.58859546119584
"218161_s_at","CLN6","54982","CLN6 transmembrane ER protein",0.322326191262277
"219341_at","CLN8","2055","CLN8 transmembrane ER and ERGIC protein",0.226309234810246
"209143_s_at","CLNS1A","1207","chloride nucleotide-sensitive channel 1A",0.0413034366256326
"217563_at","CLOCK","9575","clock circadian regulator",0.0874244363967636
"204370_at","CLP1","10978","cleavage factor polyribonucleotide kinase subunit 1",0.328145158942403
"221845_s_at","CLPB","81570","ClpB family mitochondrial disaggregase",0.185610209655792
"202799_at","CLPP","8192","caseinolytic mitochondrial matrix peptidase proteolytic subunit",0.129762048349612
"206131_at","CLPS","1208","colipase",0.253920503054555
"211136_s_at","CLPTM1","1209","CLPTM1 regulator of GABA type A receptor forward trafficking",0.999559428965314
"204809_at","CLPX","10845","caseinolytic mitochondrial matrix peptidase chaperone subunit X",0.695094539711349
"219621_at","CLSPN","63967","claspin",0.173636162033828
"201561_s_at","CLSTN1","22883","calsyntenin 1",0.242009463678096
"219414_at","CLSTN2","64084","calsyntenin 2",1.82136922094866
"204375_at","CLSTN3","9746","calsyntenin 3",0.102457283835451
"204050_s_at","CLTA","1211","clathrin light chain A",0.552148316964185
"221996_s_at","CLTB","1212","clathrin light chain B",0.361461393893704
"200614_at","CLTC","1213","clathrin heavy chain",0.117339106464913
"205944_s_at","CLTCL1","8218","clathrin heavy chain like 1",0.241758227957275
"208791_at","CLU","1191","clusterin",0.582795415947963
"204576_s_at","CLUAP1","23059","clusterin associated protein 1",0.38868865548111
"212456_at","CLUH","23277","CLUH binding protein of NUMT mRNA",0.318000442870318
"219442_at","CLUHP3","100132341","clustered mitochondria homolog pseudogene 3",0.372857851416173
"206556_at","CLUL1","27098","clusterin like 1",0.220513876946807
"220156_at","CLXN","79645","calaxin",0.0864081158171399
"214533_at","CMA1","1215","chymase 1",0.100332467535049
"210571_s_at","CMAHP","8418","cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene",0.338818732301702
"218111_s_at","CMAS","55907","cytidine monophosphate N-acetylneuraminic acid synthetase",0.236756324585036
"218447_at","CMC2","56942","C-X9-C motif containing 2",0.763482633995821
"210212_x_at","CMC4","100272147","C-X9-C motif containing 4",1.03568667806318
"210659_at","CMKLR1","1240","chemerin chemokine-like receptor 1",0.213621315719424
"214605_x_at","CMKLR2","2825","chemerin chemokine-like receptor 2",0.0415367792105767
"217870_s_at","CMPK1","51727","cytidine/uridine monophosphate kinase 1",0.160066764273044
"217947_at","CMTM6","54918","CKLF like MARVEL transmembrane domain containing 6",0.159609886983763
"212380_at","CMTR1","23070","cap methyltransferase 1",0.258299025136808
"206158_s_at","CNBP","7555","CCHC-type zinc finger nucleic acid binding protein",0.306707813706987
"217752_s_at","CNDP2","55748","carnosine dipeptidase 2",1.04719484601549
"206417_at","CNGA1","1259","cyclic nucleotide gated channel subunit alpha 1",0.127415513193164
"207261_at","CNGA3","1261","cyclic nucleotide gated channel subunit alpha 3",0.15889960378698
"211099_s_at","CNGB1","1258","cyclic nucleotide gated channel subunit beta 1",0.559938437162843
"220304_s_at","CNGB3","54714","cyclic nucleotide gated channel subunit beta 3",0.553582034977288
"201653_at","CNIH1","10175","cornichon family member 1",0.894625086256625
"214841_at","CNIH3","149111","cornichon family AMPA receptor auxiliary protein 3",0.297990011909841
"218728_s_at","CNIH4","29097","cornichon family member 4",0.456459017627494
"204740_at","CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",0.410852347004809
"206731_at","CNKSR2","22866","connector enhancer of kinase suppressor of Ras 2",0.104090553732158
"206309_at","CNMD","11061","chondromodulin",0.493384289865048
"203951_at","CNN1","1264","calponin 1",2.56991294932281
"201605_x_at","CNN2","1265","calponin 2",0.639346183843134
"201445_at","CNN3","1266","calponin 3",0.856780366068318
"220166_at","CNNM1","26507","cyclin and CBS domain divalent metal cation transport mediator 1",0.235762795144854
"206818_s_at","CNNM2","54805","cyclin and CBS domain divalent metal cation transport mediator 2",0.145767163268827
"220739_s_at","CNNM3","26505","cyclin and CBS domain divalent metal cation transport mediator 3",0.263808833865063
"218900_at","CNNM4","26504","cyclin and CBS domain divalent metal cation transport mediator 4",0.190043811735967
"200860_s_at","CNOT1","23019","CCR4-NOT transcription complex subunit 1",0.0873976502680893
"222181_at","CNOT2","4848","CCR4-NOT transcription complex subunit 2",0.499581068206094
"211141_s_at","CNOT3","4849","CCR4-NOT transcription complex subunit 3",0.261798976708277
"210867_at","CNOT4","4850","CCR4-NOT transcription complex subunit 4",0.249188653123085
"217970_s_at","CNOT6","57472","CCR4-NOT transcription complex subunit 6",0.466317842652012
"218250_s_at","CNOT7","29883","CCR4-NOT transcription complex subunit 7",0.307873506578085
"202163_s_at","CNOT8","9337","CCR4-NOT transcription complex subunit 8",0.456762479989069
"213098_at","CNOT9","9125","CCR4-NOT transcription complex subunit 9",0.468920130314965
"208912_s_at","CNP","1267","2',3'-cyclic nucleotide 3' phosphodiesterase",0.0776183382702245
"200070_at","CNPPD1","27013","cyclin Pas1/PHO80 domain containing 1",0.392327772581008
"202857_at","CNPY2","10330","canopy FGF signaling regulator 2",0.757733035375914
"217931_at","CNPY3","10695","canopy FGF signaling regulator 3",0.283278467611669
"217700_at","CNPY4","245812","canopy FGF signaling regulator 4",0.339849673273424
"208243_s_at","CNR1","1268","cannabinoid receptor 1",0.411042598112224
"206586_at","CNR2","1269","cannabinoid receptor 2",0.158869752978684
"208597_at","CNTF","1270","ciliary neurotrophic factor",0.140835973458857
"205723_at","CNTFR","1271","ciliary neurotrophic factor receptor",0.247225497644468
"220095_at","CNTLN","54875","centlein",0.029281895535278
"211203_s_at","CNTN1","1272","contactin 1",0.102960672730097
"206970_at","CNTN2","6900","contactin 2",0.383485590289171
"207452_s_at","CNTN5","53942","contactin 5",0.347943010014039
"207195_at","CNTN6","27255","contactin 6",0.283152592915826
"219400_at","CNTNAP1","8506","contactin associated protein 1",0.0707035770695601
"219300_s_at","CNTNAP2","26047","contactin associated protein 2",1.01905256606641
"220436_at","CNTNAP3P2","643827","CNTNAP3 pseudogene 2",0.0662930578423144
"205642_at","CNTRL","11064","centriolin",0.137562719651429
"206497_at","COA1","55744","cytochrome c oxidase assembly factor 1",0.087900625718552
"218026_at","COA3","28958","cytochrome c oxidase assembly factor 3",0.59776588833514
"220647_s_at","COA4","51287","cytochrome c oxidase assembly factor 4 homolog",0.169342179312666
"219420_s_at","COA7","65260","cytochrome c oxidase assembly factor 7",0.361951983104915
"201913_s_at","COASY","80347","Coenzyme A synthase",0.0977460909640087
"213050_at","COBL","23242","cordon-bleu WH2 repeat protein",0.351204526058972
"203642_s_at","COBLL1","22837","cordon-bleu WH2 repeat protein like 1",0.314853390393698
"205229_s_at","COCH","1690","cochlin",0.207678944501288
"203073_at","COG2","22796","component of oligomeric golgi complex 2",0.238281745402364
"212189_s_at","COG4","25839","component of oligomeric golgi complex 4",0.245551898289581
"203630_s_at","COG5","10466","component of oligomeric golgi complex 5",0.235391993370701
"213190_at","COG7","91949","component of oligomeric golgi complex 7",0.413917911199877
"203654_s_at","COIL","8161","coilin",0.157740242239719
"217428_s_at","COL10A1","1300","collagen type X alpha 1 chain",0.11817248093825
"37892_at","COL11A1","1301","collagen type XI alpha 1 chain",1.39727875024419
"216993_s_at","COL11A2","1302","collagen type XI alpha 2 chain",0.779468637826259
"211809_x_at","COL13A1","1305","collagen type XIII alpha 1 chain",0.561749039648398
"216866_s_at","COL14A1","7373","collagen type XIV alpha 1 chain",0.234709771837741
"203477_at","COL15A1","1306","collagen type XV alpha 1 chain",0.111788348171287
"204345_at","COL16A1","1307","collagen type XVI alpha 1 chain",1.38738811815181
"204636_at","COL17A1","1308","collagen type XVII alpha 1 chain",0.406782264546432
"209082_s_at","COL18A1","80781","collagen type XVIII alpha 1 chain",0.639477300871041
"211011_at","COL19A1","1310","collagen type XIX alpha 1 chain",0.333217546045177
"202310_s_at","COL1A1","1277","collagen type I alpha 1 chain",1.16034449823788
"202403_s_at","COL1A2","1278","collagen type I alpha 2 chain",0.324229341879223
"208096_s_at","COL21A1","81578","collagen type XXI alpha 1 chain",0.234022898898838
"217404_s_at","COL2A1","1280","collagen type II alpha 1 chain",0.47740505820109
"215076_s_at","COL3A1","1281","collagen type III alpha 1 chain",0.305350515714475
"211981_at","COL4A1","1282","collagen type IV alpha 1 chain",0.572020464092747
"211964_at","COL4A2","1284","collagen type IV alpha 2 chain",0.84435616727176
"222073_at","COL4A3","1285","collagen type IV alpha 3 chain",2.78450463549154
"214602_at","COL4A4","1286","collagen type IV alpha 4 chain",2.79177782574726
"213110_s_at","COL4A5","1287","collagen type IV alpha 5 chain",0.453453628619725
"211473_s_at","COL4A6","1288","collagen type IV alpha 6 chain",0.35420627718698
"212488_at","COL5A1","1289","collagen type V alpha 1 chain",0.645853997971985
"221729_at","COL5A2","1290","collagen type V alpha 2 chain",0.213989795030793
"52255_s_at","COL5A3","50509","collagen type V alpha 3 chain",0.621625375462807
"212938_at","COL6A1","1291","collagen type VI alpha 1 chain",1.1322998817592
"209156_s_at","COL6A2","1292","collagen type VI alpha 2 chain",1.96282580871589
"201438_at","COL6A3","1293","collagen type VI alpha 3 chain",0.674215002968413
"204136_at","COL7A1","1294","collagen type VII alpha 1 chain",0.824633338929687
"214587_at","COL8A1","1295","collagen type VIII alpha 1 chain",0.424588801735764
"52651_at","COL8A2","1296","collagen type VIII alpha 2 chain",0.132600624044257
"222008_at","COL9A1","1297","collagen type IX alpha 1 chain",0.682636463451234
"213622_at","COL9A2","1298","collagen type IX alpha 2 chain",0.107742268875297
"204724_s_at","COL9A3","1299","collagen type IX alpha 3 chain",0.781423199452314
"207420_at","COLEC10","10584","collectin subfamily member 10",0.418637387201616
"219873_at","COLEC11","78989","collectin subfamily member 11",0.211327358812247
"221019_s_at","COLEC12","81035","collectin subfamily member 12",0.101484967238704
"218473_s_at","COLGALT1","79709","collagen beta(1-O)galactosyltransferase 1",0.186357590400966
"209883_at","COLGALT2","23127","collagen beta(1-O)galactosyltransferase 2",0.324432668820731
"206073_at","COLQ","8292","collagen like tail subunit of asymmetric acetylcholinesterase",0.386237225273725
"218439_s_at","COMMD10","51397","COMM domain containing 10",0.114687959112246
"218048_at","COMMD3","23412","COMM domain containing 3",0.42184015652184
"206441_s_at","COMMD4","54939","COMM domain containing 4",0.361989904189232
"218351_at","COMMD8","54951","COMM domain containing 8",0.808767393884763
"218072_at","COMMD9","29099","COMM domain containing 9",0.229499210241415
"205713_s_at","COMP","1311","cartilage oligomeric matrix protein",0.714141393125711
"208818_s_at","COMT","1312","catechol-O-methyltransferase",0.567830872419403
"214336_s_at","COPA","1314","coat protein complex I subunit alpha",1.43281695395633
"201358_s_at","COPB1","1315","coat protein complex I subunit beta 1",0.356428091139396
"201098_at","COPB2","9276","coat protein complex I subunit beta 2",0.174121296465021
"220469_at","COPE","11316","coat protein complex I subunit epsilon",0.26543902971182
"217749_at","COPG1","22820","coat protein complex I subunit gamma 1",0.11380397552299
"213486_at","COPG2IT1","53844","COPG2 imprinted transcript 1",0.242835546950426
"209838_at","COPS2","9318","COP9 signalosome subunit 2",0.351135463480962
"202078_at","COPS3","8533","COP9 signalosome subunit 3",0.129869813476055
"218042_at","COPS4","51138","COP9 signalosome subunit 4",0.416137116397388
"201652_at","COPS5","10987","COP9 signalosome subunit 5",0.184013645898151
"201405_s_at","COPS6","10980","COP9 signalosome subunit 6",0.390913131299708
"209029_at","COPS7A","50813","COP9 signalosome subunit 7A",0.262168658925535
"219997_s_at","COPS7B","64708","COP9 signalosome subunit 7B",0.288239233437922
"214260_at","COPS8","10920","COP9 signalosome subunit 8",0.656207203592481
"217726_at","COPZ1","22818","coat protein complex I subunit zeta 1",0.0503176176222233
"219561_at","COPZ2","51226","coat protein complex I subunit zeta 2",0.604168133703309
"219397_at","COQ10B","80219","coenzyme Q10B",0.0652372950066793
"213379_at","COQ2","27235","coenzyme Q2, polyprenyltransferase",0.539797795972195
"221227_x_at","COQ3","51805","coenzyme Q3, methyltransferase",0.221180356746583
"218328_at","COQ4","51117","coenzyme Q4",0.176696700163971
"218760_at","COQ6","51004","coenzyme Q6, monooxygenase",0.0229103663090156
"210820_x_at","COQ7","10229","coenzyme Q7, hydroxylase",0.222640966268489
"218168_s_at","COQ8A","56997","coenzyme Q8A",0.764916676482668
"220434_at","COQ8B","79934","coenzyme Q8B",0.153719921061692
"212228_s_at","COQ9","57017","coenzyme Q9",0.911946047591716
"220356_at","CORIN","10699","corin, serine peptidase",0.18448982553771
"209083_at","CORO1A","11151","coronin 1A",1.16156056574878
"221754_s_at","CORO1B","57175","coronin 1B",0.290188793004692
"221676_s_at","CORO1C","23603","coronin 1C",0.0790527736432178
"205538_at","CORO2A","7464","coronin 2A",0.101182484728492
"209789_at","CORO2B","10391","coronin 2B",0.983030433234271
"219040_at","CORO7","79585","coronin 7",0.189151116573742
"210182_at","CORT","1325","cortistatin",0.535549819749276
"203858_s_at","COX10","1352","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10",0.309694742230302
"211727_s_at","COX11","1353","cytochrome c oxidase copper chaperone COX11",1.38740300463774
"219547_at","COX15","1355","cytochrome c oxidase assembly factor COX15",0.673086495391129
"217645_at","COX16","51241","cytochrome c oxidase assembly factor COX16",0.344128677659521
"203880_at","COX17","10063","cytochrome c oxidase copper chaperone COX17",0.158190059861765
"213758_at","COX4I1","1327","cytochrome c oxidase subunit 4I1",0.426124371319843
"203663_s_at","COX5A","9377","cytochrome c oxidase subunit 5A",0.86573654168418
"213735_s_at","COX5B","1329","cytochrome c oxidase subunit 5B",0.917925765180515
"200925_at","COX6A1","1337","cytochrome c oxidase subunit 6A1",0.287008492764032
"206353_at","COX6A2","1339","cytochrome c oxidase subunit 6A2",0.140809927019533
"201441_at","COX6B1","1340","cytochrome c oxidase subunit 6B1",0.383968428691411
"201754_at","COX6C","1345","cytochrome c oxidase subunit 6C",0.200477571003193
"204570_at","COX7A1","1346","cytochrome c oxidase subunit 7A1",1.00601963675974
"201597_at","COX7A2","1347","cytochrome c oxidase subunit 7A2",0.65575716209721
"201256_at","COX7A2L","9167","cytochrome c oxidase subunit 7A2 like",0.116654208891307
"217249_x_at","COX7A2P2","1348","cytochrome c oxidase subunit 7A2 pseudogene 2",0.399931447413229
"202110_at","COX7B","1349","cytochrome c oxidase subunit 7B",0.769292840960148
"213846_at","COX7C","1350","cytochrome c oxidase subunit 7C",0.359517833994744
"201119_s_at","COX8A","1351","cytochrome c oxidase subunit 8A",0.274508363499468
"217773_s_at","COXFA4","4697","cytochrome c oxidase associated subunit FA4",0.542177026340651
"218484_at","COXFA4L2","56901","cytochrome c oxidase hypoxia associated subunit FA4L2",0.378249833629414
"204846_at","CP","1356","ceruloplasmin",0.807275447301741
"205615_at","CPA1","1357","carboxypeptidase A1",0.349809629574499
"206212_at","CPA2","1358","carboxypeptidase A2",0.157687824809078
"205624_at","CPA3","1359","carboxypeptidase A3",0.160782823701891
"205832_at","CPA4","51200","carboxypeptidase A4",0.392121217969316
"220885_s_at","CPAP","55835","centrosome assembly and centriole elongation protein",0.236646455442892
"205509_at","CPB1","1360","carboxypeptidase B1",0.10760979111074
"206651_s_at","CPB2","1361","carboxypeptidase B2",0.157220113288297
"201942_s_at","CPD","1362","carboxypeptidase D",2.46967801799123
"201116_s_at","CPE","1363","carboxypeptidase E",0.644957576285678
"219578_s_at","CPEB1","64506","cytoplasmic polyadenylation element binding protein 1",0.303113278933899
"205773_at","CPEB3","22849","cytoplasmic polyadenylation element binding protein 3",0.159208687103491
"220032_at","CPED1","79974","cadherin like and PC-esterase domain containing 1",0.196492699716391
"219381_at","CPLANE1","65250","ciliogenesis and planar polarity effector complex subunit 1",0.123190421887093
"220963_s_at","CPLANE2","79363","ciliogenesis and planar polarity effector complex subunit 2",0.087285008696437
"206368_at","CPLX2","10814","complexin 2",0.0912479724677349
"219775_s_at","CPLX3","594855","complexin 3",0.0812371669949625
"206100_at","CPM","1368","carboxypeptidase M",4.344175140541
"206256_at","CPN1","1369","carboxypeptidase N subunit 1",0.502331079047755
"216223_at","CPN2","1370","carboxypeptidase N subunit 2",0.460525106720442
"206918_s_at","CPNE1","8904","copine 1",0.212594335811397
"202118_s_at","CPNE3","8895","copine 3",0.713888693888227
"210408_s_at","CPNE6","9362","copine 6",0.687965514785609
"219707_at","CPNE7","27132","copine 7",0.608098353894237
"204172_at","CPOX","1371","coproporphyrinogen oxidase",0.265121329964126
"218610_s_at","CPPED1","55313","calcineurin like phosphoesterase domain containing 1",0.197047490978157
"203501_at","CPQ","10404","carboxypeptidase Q",0.882137450240491
"217564_s_at","CPS1","1373","carbamoyl-phosphate synthase 1",0.221822287749705
"220479_at","CPS1-IT1","29034","CPS1 intronic transcript 1",0.21591886998383
"201639_s_at","CPSF1","29894","cleavage and polyadenylation specific factor 1",0.540788465240666
"206688_s_at","CPSF4","10898","cleavage and polyadenylation specific factor 4",0.231966401475455
"202470_s_at","CPSF6","11052","cleavage and polyadenylation specific factor 6",0.675556168977487
"217866_at","CPSF7","79869","cleavage and polyadenylation specific factor 7",0.454988954244981
"203633_at","CPT1A","1374","carnitine palmitoyltransferase 1A",0.703969888813595
"210069_at","CPT1B","1375","carnitine palmitoyltransferase 1B",0.186604383185005
"204263_s_at","CPT2","1376","carnitine palmitoyltransferase 2",0.653984152986404
"220734_s_at","CPTP","80772","ceramide-1-phosphate transfer protein",0.156112046480702
"208146_s_at","CPVL","54504","carboxypeptidase vitellogenic like",0.550128160928981
"211062_s_at","CPZ","8532","carboxypeptidase Z",0.774912789158533
"217484_at","CR1","1378","complement C3b/C4b receptor 1 (Knops blood group)",0.382967868533323
"205544_s_at","CR2","1380","complement C3d receptor 2",0.153866613301393
"205350_at","CRABP1","1381","cellular retinoic acid binding protein 1",0.223138411704999
"202575_at","CRABP2","1382","cellular retinoic acid binding protein 2",0.795936372847611
"214134_at","CRACDL","343990","CRACD like",0.500326133525051
"209833_at","CRADD","8738","CARD and death domain containing adaptor protein",0.246558368517205
"209522_s_at","CRAT","1384","carnitine O-acetyltransferase",0.927865736650809
"220522_at","CRB1","23418","crumbs cell polarity complex component 1",0.114289119220919
"218142_s_at","CRBN","51185","cereblon",0.388102405874649
"203898_at","CRCP","27297","CGRP receptor component",0.191227001756033
"220620_at","CRCT1","54544","cysteine rich C-terminal 1",0.202777609502884
"204314_s_at","CREB1","1385","cAMP responsive element binding protein 1",0.197254404744125
"209432_s_at","CREB3","10488","cAMP responsive element binding protein 3",0.205577935434791
"213059_at","CREB3L1","90993","cAMP responsive element binding protein 3 like 1",0.47359573819416
"212345_s_at","CREB3L2","64764","cAMP responsive element binding protein 3 like 2",0.748397450327048
"205931_s_at","CREB5","9586","cAMP responsive element binding protein 5",0.181957336617367
"211808_s_at","CREBBP","1387","CREB binding lysine acetyltransferase",0.839211979604436
"201989_s_at","CREBL2","1389","cAMP responsive element binding protein like 2",0.297977112645445
"202977_s_at","CREBZF","58487","CREB/ATF bZIP transcription factor",0.724287860304289
"201200_at","CREG1","8804","cellular repressor of E1A stimulated genes 1",0.344947312289001
"203368_at","CRELD1","78987","CRELD disulfide isomerase 1",0.223422203368862
"218358_at","CRELD2","79174","CRELD disulfide isomerase 2",0.146016454752713
"214508_x_at","CREM","1390","cAMP responsive element modulator",0.276512864306639
"205629_s_at","CRH","1392","corticotropin releasing hormone",0.452208151301597
"205984_at","CRHBP","1393","corticotropin releasing hormone binding protein",0.288417262008435
"211897_s_at","CRHR1","1394","corticotropin releasing hormone receptor 1",0.240279039245872
"207897_at","CRHR2","1395","corticotropin releasing hormone receptor 2",0.718940073165842
"202552_s_at","CRIM1","51232","cysteine rich transmembrane BMP regulator 1",0.358973510041644
